ID,Trial n,Feedback type,Feedback angle,Power [4-12],Power [1-3],Group
p203,6,va,low,9.882835101078343e-07,5.094399509339826e-06,p
p203,7,va,low,1.2967926495218698e-06,9.76862151479095e-06,p
p203,8,ao,high,1.4898221290369861e-06,1.0442945564294443e-05,p
p203,9,ao,high,1.5317583184540576e-06,1.1040442194293212e-05,p
p203,10,ao,low,1.2909128683769147e-06,1.0513611324214248e-05,p
p203,11,ao,low,1.12273350342927e-06,1.0417414830554778e-05,p
p204,0,vo,low,1.186436947540992e-05,5.776048148701614e-05,p
p204,1,vo,low,1.116910794803871e-05,0.00018936573758849664,p
p204,2,vo,high,1.004189923813766e-05,3.98739259758282e-05,p
p204,3,vo,high,9.962543880009742e-06,2.756078645750649e-05,p
p204,4,va,low,4.7704869464539506e-06,4.465146359716758e-05,p
p204,5,va,low,6.094687365972399e-06,6.634278047437451e-05,p
p204,6,va,high,9.413315781435187e-06,2.9227880927564785e-05,p
p204,7,va,high,1.1376559287445017e-05,2.9926558942106308e-05,p
p204,8,ao,low,9.472083368529048e-06,4.223140033634828e-05,p
p204,9,ao,low,8.12309215027826e-06,0.00012638886196814027,p
p204,10,ao,high,7.726232680861093e-06,0.00023186986110051899,p
p204,11,ao,high,1.0635073466747807e-05,0.0003798971699460354,p
p205,0,vo,high,2.4279947194421674e-05,3.253740538262885e-05,p
p205,1,vo,low,2.205819719965937e-05,1.9156773110419712e-05,p
p205,2,vo,high,2.095778535029006e-05,2.7528964939712204e-05,p
p205,3,vo,low,1.2173359105761032e-05,1.7012737804678395e-05,p
p205,4,va,high,3.5115049421641216e-05,3.168993876282925e-05,p
p205,5,va,low,1.0959467549263225e-05,1.07376709800524e-05,p
p205,6,va,high,3.19956133173564e-05,3.1730753457789964e-05,p
p205,7,va,low,7.3858543535512785e-06,1.7680058412244663e-05,p
p205,8,ao,high,4.1397196908574505e-05,2.6719018042511688e-05,p
p205,9,ao,low,3.4744791260846273e-06,1.7326235151735364e-05,p
p205,10,ao,high,9.815722865409576e-06,2.8177371854423445e-05,p
p205,11,ao,low,8.978890786788595e-06,4.73497770733407e-05,p
p206,0,vo,high,0.00013170387686072457,0.00014620396016565493,p
p206,1,vo,low,5.810001124559538e-06,1.4504355547716833e-05,p
p206,2,vo,low,8.049936134405707e-06,1.6743715756922843e-05,p
p206,3,vo,high,3.491838588002898e-05,8.43945721102785e-05,p
p206,4,va,high,0.00014092302415087338,0.00010975098864912564,p
p206,5,va,low,8.415259145689506e-05,3.330334687375067e-05,p
p206,6,va,low,9.992145428179387e-05,4.074117778590159e-05,p
p206,7,va,high,3.451839098698177e-05,6.533797967108575e-05,p
p206,8,ao,high,1.3136930209341987e-05,2.9279241826808726e-05,p
p206,9,ao,low,0.00017348370090436427,0.00017430772579378337,p
p206,10,ao,low,0.0001179883203927165,0.0003617314271168012,p
p206,11,ao,high,8.216964529142937e-05,0.00018018491904846532,p
p207,0,vo,high,2.475586002252191e-07,1.1045445302468167e-05,p
p207,1,vo,low,2.948743859708444e-07,1.238441150640082e-05,p
p207,2,vo,low,2.7417334674949963e-07,1.01579165327193e-05,p
p207,3,vo,high,2.1844238493796618e-07,9.687823803753335e-06,p
p207,4,va,high,1.6008297545606433e-07,1.2679093226122922e-05,p
p207,5,va,low,2.717151759244282e-07,1.1895002017689884e-05,p
p207,6,va,low,4.242603363831288e-07,1.3530728519193088e-05,p
p207,7,va,high,3.441004220512335e-07,1.0034432458548541e-05,p
p207,8,ao,high,5.223496640828687e-07,3.059434262487911e-05,p
p207,9,ao,low,8.837734101123715e-07,3.958767537760097e-05,p
p207,10,ao,low,5.032221800396651e-07,5.904711189090149e-05,p
p207,11,ao,high,3.273722837080972e-07,1.981111726947634e-05,p
p208,0,vo,low,3.885191626349117e-07,1.0810957016605601e-05,p
p208,1,vo,high,6.658633711864765e-07,1.2427187884217995e-05,p
p208,2,vo,low,7.650041681859034e-07,8.562467748683531e-06,p
p208,3,vo,high,2.112742536390403e-06,1.2428434244748404e-05,p
p208,4,va,low,4.509717412092682e-07,1.137845615649757e-05,p
p208,5,va,high,6.062682839948679e-07,1.5957902675793657e-05,p
p208,6,va,low,3.0716293732652174e-07,1.0974432191084569e-05,p
p208,7,va,high,7.051949607733268e-07,1.2235464496845632e-05,p
p208,8,ao,low,4.9478253585240755e-06,6.622694729395599e-05,p
p208,9,ao,high,5.172155176181451e-06,6.108079952612065e-05,p
p208,10,ao,low,3.634639582056813e-06,4.3243647778599545e-05,p
p208,11,ao,high,1.2305469340899084e-06,2.6361019181140804e-05,p
p209,0,vo,high,2.2491003703689744e-06,1.6666675882897504e-05,p
p209,1,vo,low,3.3338527185532215e-06,1.6755310318191013e-05,p
p209,2,vo,high,8.916892018133833e-06,1.962435976977243e-05,p
p209,3,vo,low,7.761791480464888e-06,1.4388435401175363e-05,p
p209,4,va,high,9.55117355505023e-06,1.8992994994774944e-05,p
p209,5,va,low,4.672529515772944e-06,1.6579616227787366e-05,p
p209,6,va,high,1.5980612882212496e-05,1.9196131636658897e-05,p
p209,7,va,low,3.375560543506367e-06,1.512799125100489e-05,p
p209,8,ao,high,5.781355281331896e-06,5.8091837029332574e-05,p
p209,9,ao,low,2.723974487929372e-06,1.1044202700522142e-05,p
p209,10,ao,high,5.83948832353639e-06,1.3617597772457246e-05,p
p209,11,ao,low,1.2194055318219434e-06,9.187031741805085e-06,p
p210,0,vo,high,6.051807289901904e-07,1.2481706206046835e-05,p
p210,1,vo,low,1.9501117275589965e-07,1.093578190932504e-05,p
p210,2,vo,high,4.473876911133313e-07,1.2083732397898525e-05,p
p210,3,vo,low,3.027439007853757e-07,9.507192971046605e-06,p
p210,4,va,high,7.05126128655044e-07,1.2811792987845224e-05,p
p210,5,va,low,6.45880967818711e-07,1.145317354423102e-05,p
p210,6,va,high,3.4879791781194875e-07,1.2035649975142575e-05,p
p210,7,va,low,3.173017853759672e-07,7.979742968953264e-06,p
p210,8,ao,high,2.9750976376059516e-05,0.00028453466026915177,p
p210,9,ao,low,1.1946843314455557e-05,0.00011286213147370645,p
p210,10,ao,high,9.08729432917878e-06,0.0001347059676613553,p
p210,11,ao,low,1.0183777692429474e-05,0.00016563860722138227,p
p211,0,vo,high,6.563203112021772e-07,9.494666985475501e-06,p
p211,1,vo,low,2.842211986420254e-07,1.0175476956375033e-05,p
p211,2,vo,low,6.486532364846681e-07,1.183225209715412e-05,p
p211,3,vo,high,2.9248795596211406e-07,1.1285478395635765e-05,p
p211,4,va,high,8.304181878376539e-07,1.5337542722773287e-05,p
p211,5,va,low,8.983638359268317e-07,1.739218336992656e-05,p
p211,6,va,low,1.2406319296302934e-06,9.649488837191915e-06,p
p211,7,va,high,6.231336596774698e-07,1.2527814984929207e-05,p
p211,8,ao,high,7.153995260955007e-07,1.782145620614127e-05,p
p211,9,ao,low,9.032493838633972e-07,3.388495917563071e-05,p
p211,10,ao,low,1.5333168567541653e-06,7.300535650075926e-05,p
p211,11,ao,high,1.5742845507169572e-06,4.0950567931238536e-05,p
p212,0,vo,low,1.2266072279898026e-06,1.4935608796246737e-05,p
p212,1,vo,high,9.056496637998379e-07,2.17217815631192e-05,p
p212,2,vo,low,6.253620494750729e-07,1.4782233103758011e-05,p
p212,3,vo,high,1.0605358448146308e-06,2.5192237386572312e-05,p
p212,4,va,low,5.893420690281167e-07,1.395716228534703e-05,p
p212,5,va,high,1.300090527816833e-06,1.4739128010785861e-05,p
p212,6,va,low,6.455298469931828e-07,1.5730523993262148e-05,p
p212,7,va,high,7.212422475619042e-07,1.5477524154347358e-05,p
p212,8,ao,low,1.8239004578471461e-06,5.072015444632383e-05,p
p212,9,ao,high,3.076341991995654e-06,0.0001264485658900109,p
p212,10,ao,low,6.401658233104881e-07,1.634889224348583e-05,p
p212,11,ao,high,1.1033444244418828e-06,2.742605933895218e-05,p
p213,0,vo,low,9.350079423660073e-08,8.44918606498219e-06,p
p213,1,vo,low,5.708124324398636e-08,7.3644199596959e-06,p
p213,2,vo,high,8.375761054209288e-08,8.948582186140412e-06,p
p213,3,vo,high,7.961347526184749e-08,8.670160243075492e-06,p
p213,4,va,low,9.562326430635103e-08,1.052578308219215e-05,p
p213,5,va,low,1.3712035090315568e-07,1.0086136904354494e-05,p
p213,6,va,high,1.5213942229185926e-07,1.2018756010330362e-05,p
p213,7,va,high,7.193449866488604e-08,9.297454890764472e-06,p
p213,8,ao,low,9.023831356316576e-07,7.998927795223474e-05,p
p213,9,ao,low,8.025836353754683e-07,3.0861884854799575e-05,p
p213,10,ao,high,1.003362627135482e-06,1.9580439388552075e-05,p
p213,11,ao,high,4.5211176428984105e-07,1.9267654697820232e-05,p
p214,0,vo,low,1.304906298572042e-07,1.0206474147734992e-05,p
p214,1,vo,low,2.1941467409378782e-07,8.100192169511678e-06,p
p214,2,vo,high,6.379761770876915e-08,8.855578112107374e-06,p
p214,3,vo,high,1.0452398590335104e-07,1.0315506322141002e-05,p
p214,4,va,low,1.2481373115259775e-07,8.709954607707639e-06,p
p214,5,va,low,4.965477714143216e-08,9.155248186331168e-06,p
p214,6,va,high,6.266112134593187e-08,9.00424029462739e-06,p
p214,7,va,high,8.85032322343298e-08,9.337448119403439e-06,p
p214,8,ao,low,1.7984194175516076e-07,1.0069815791678012e-05,p
p214,9,ao,low,3.8710651654935754e-08,8.586514206876344e-06,p
p214,10,ao,high,1.3347513514269543e-06,3.1649982234649506e-05,p
p214,11,ao,high,2.8410257723602913e-06,3.6727473039968256e-05,p
p215,0,vo,low,1.5986704214749542e-05,1.2595694564570899e-05,p
p215,1,vo,low,1.3234983512337874e-06,6.030506913348035e-06,p
p215,2,vo,high,4.84654785439559e-06,1.4418238939699228e-05,p
p215,3,vo,high,3.1723152430388835e-06,1.0223869166946767e-05,p
p215,4,va,low,2.5199065163489858e-06,6.814694751086015e-06,p
p215,5,va,low,2.4028479636263096e-07,7.150329250987074e-06,p
p215,6,va,high,5.81740435592281e-06,1.580087711119565e-05,p
p215,7,va,high,2.012484079231266e-06,1.667298121895551e-05,p
p215,8,ao,low,5.124757985342825e-07,1.1809906129687753e-05,p
p215,9,ao,low,5.610027717427341e-07,1.6268696554680543e-05,p
p215,10,ao,high,1.6641183942055088e-05,2.796201813239389e-05,p
p215,11,ao,high,7.636064691448442e-07,1.3159441266659826e-05,p
